;host_response_time;host_response_rate;host_is_superhost;host_listings_count;latitude;longitude;property_type;room_type;accommodates;bathrooms;bedrooms;beds;bed_type;amenities;price;cleaning_fee;guests_included;extra_people;minimum_nights;maximum_nights;number_of_reviews;instant_bookable;is_business_travel_ready;cancellation_policy;ano;mes
740;within an hour;100%;t;2.0;-22.980710000000002;-43.194320000000005;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,""Paid parking off premises"",Doorman,""Pets live on this property"",Cat(s),""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Luggage dropoff allowed"",""Host greets you""}";79.0;$80.00;1;0.0;3;30;151;t;f;strict_14_with_grace_period;2020;4
741;within an hour;100%;f;1.0;-22.98594;-43.19165;Apartment;Entire home/apt;4;1.5;2.0;6.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Pocket wifi"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove}";242.0;$170.00;4;80.0;7;180;66;f;f;strict_14_with_grace_period;2020;4
742;within an hour;100%;f;1.0;-22.98248;-43.21168;Apartment;Entire home/apt;3;1.5;2.0;2.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",""Family/kid friendly"",Washer,Essentials,Hangers,Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Private living room"",""Hot water"",""Bed linens"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Trash can""}";153.0;$250.00;2;50.0;2;180;25;f;f;strict_14_with_grace_period;2020;4
747;within a day;56%;f;5.0;-22.91214;-43.174820000000004;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{TV,Internet,""Air conditioning"",Kitchen,Doorman,Elevator,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";69.0;$100.00;2;80.0;3;90;0;f;f;moderate;2020;4
749;within a day;67%;f;1.0;-22.972160000000002;-43.186370000000004;Apartment;Entire home/apt;6;2.5;3.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Hangers,""Hair dryer"",Iron}";348.0;$160.00;6;50.0;4;90;79;f;f;strict_14_with_grace_period;2020;4
750;within an hour;100%;f;5.0;-22.933970000000002;-43.19903;House;Private room;8;1.5;1.0;3.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,Breakfast,""Free street parking"",""Family/kid friendly"",Dryer,""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Private living room"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";282.0;$0.00;1;50.0;1;30;6;t;f;flexible;2020;4
751;within an hour;100%;t;4.0;-22.91615;-43.18023;Apartment;Entire home/apt;5;1.0;1.0;4.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",""Free street parking"",""Hot tub"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";327.0;$258.00;1;46.0;2;365;104;f;f;strict_14_with_grace_period;2020;4
755;within an hour;100%;t;4.0;-22.91616;-43.181979999999996;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",""Hair dryer"",Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Coffee maker"",""Dishes and silverware"",""Host greets you""}";116.0;$200.00;1;46.0;2;365;33;f;f;strict_14_with_grace_period;2020;4
760;within a few hours;100%;f;1.0;-22.941979999999997;-43.19878;Apartment;Entire home/apt;4;1.0;2.0;4.0;Pull-out Sofa;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",""Pets allowed"",Doorman,""Pets live on this property"",Cat(s),Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""Hot water"",""Host greets you""}";298.0;$150.00;2;100.0;5;90;10;t;f;strict_14_with_grace_period;2020;4
763;within an hour;100%;t;1.0;-22.9917;-43.23278;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Free street parking"",""Buzzer/wireless intercom"",Heating,Essentials,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Patio or balcony"",""Garden or backyard"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",Beachfront}";218.0;$200.00;1;0.0;3;60;157;f;f;strict_14_with_grace_period;2020;4
764;within a day;100%;f;6.0;-23.0008;-43.35923;Apartment;Entire home/apt;15;3.0;3.0;7.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Pets allowed"",Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",Beachfront}";420.0;$140.00;4;90.0;1;1125;54;f;f;moderate;2020;4
765;within an hour;100%;t;1.0;-22.9831;-43.22538;Condominium;Entire home/apt;4;1.5;2.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Private living room"",Crib,""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Beach essentials"",""Luggage dropoff allowed"",""Long term stays allowed"",""Full kitchen"",""Trash can""}";395.0;$263.00;2;0.0;3;1125;111;f;f;moderate;2020;4
766;within a day;56%;f;5.0;-22.965020000000003;-43.17445;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,""Buzzer/wireless intercom"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Cooking basics"",Stove,""Luggage dropoff allowed"",""Long term stays allowed"",Beachfront}";348.0;$120.00;2;80.0;5;360;5;t;f;flexible;2020;4
767;within a few hours;100%;t;7.0;-22.9568;-43.18244;Loft;Entire home/apt;8;1.0;3.0;3.0;Real Bed;"{Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""First aid kit"",""Safety card"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",""Trash can""}";859.0;$573.00;6;286.0;3;100;11;f;f;strict_14_with_grace_period;2020;4
769;within an hour;100%;f;2.0;-22.966179999999998;-43.187490000000004;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove}";258.0;$206.00;2;57.0;4;10;244;t;f;moderate;2020;4
770;a few days or more;0%;f;4.0;-22.98131;-43.19119;Apartment;Private room;3;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,Iron,""Self check-in"",""Building staff"",""Private entrance"",""Hot water"",""Luggage dropoff allowed"",""Long term stays allowed""}";158.0;$130.00;1;0.0;6;90;5;f;f;moderate;2020;4
771;within an hour;100%;f;1.0;-22.912470000000003;-43.21582;Apartment;Private room;1;1.5;1.0;2.0;Real Bed;"{Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Breakfast,Elevator,""Free street parking"",""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Changing table"",""Children’s books and toys"",""Window guards"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""BBQ grill"",""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";48.0;$120.00;1;50.0;3;60;27;f;f;moderate;2020;4
772;within an hour;100%;t;4.0;-22.97478;-43.19105;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,""Pets allowed"",""Family/kid friendly"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed"",""Host greets you""}";132.0;$180.00;2;0.0;1;90;87;f;f;strict_14_with_grace_period;2020;4
774;a few days or more;0%;f;4.0;-22.98166;-43.18957;Apartment;Private room;4;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Essentials}";190.0;$100.00;1;0.0;5;30;2;f;f;strict_14_with_grace_period;2020;4
777;within a few hours;100%;f;5.0;-22.96408;-43.1721;Apartment;Entire home/apt;6;2.0;3.0;0.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self check-in"",""Building staff"",Beachfront}";300.0;$200.00;1;0.0;15;90;7;f;f;strict_14_with_grace_period;2020;4
778;within a few hours;100%;f;3.0;-22.912770000000002;-43.233000000000004;Apartment;Private room;2;1.0;1.0;1.0;Real Bed;"{Wifi,""Paid parking off premises"",Doorman,""Pets live on this property"",Dog(s),Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance"",""Hot water"",Microwave,Refrigerator,""Dishes and silverware"",""Patio or balcony"",""Host greets you""}";43.0;$20.00;2;50.0;2;31;39;f;f;strict_14_with_grace_period;2020;4
781;within a few hours;98%;f;96.0;-22.98131;-43.220620000000004;Apartment;Entire home/apt;11;2.5;4.0;8.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""Private living room"",""Room-darkening shades"",""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Flat path to guest entrance"",""Host greets you""}";353.0;$200.00;2;40.0;2;365;49;t;f;moderate;2020;4
782;within a day;67%;f;3.0;-22.96345;-43.17577;Apartment;Entire home/apt;3;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""24-hour check-in"",Hangers,""Self check-in"",""Building staff"",""Hot water"",""Bed linens"",""Extra pillows and blankets""}";248.0;$150.00;1;0.0;2;1125;38;f;f;strict_14_with_grace_period;2020;4
783;within a day;67%;f;3.0;-22.96358;-43.17205;Apartment;Entire home/apt;4;1.0;0.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",""Wheelchair accessible"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",""Smoke detector"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Hot water"",""Bed linens"",Stove,Beachfront}";300.0;$150.00;4;60.0;2;1125;77;f;f;strict_14_with_grace_period;2020;4
785;within an hour;100%;t;4.0;-22.97877;-43.18902;Loft;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{TV,Wifi,""Air conditioning"",Kitchen,Elevator,""Family/kid friendly"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",Beachfront}";258.0;$180.00;2;60.0;1;40;146;f;f;strict_14_with_grace_period;2020;4
787;within a few hours;100%;f;4.0;-22.896910000000002;-43.19263;House;Shared room;10;1.5;1.0;0.0;Futon;"{TV,Internet,Wifi,Kitchen,Breakfast,""Family/kid friendly"",""First aid kit"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Bed linens"",""Dishes and silverware"",""Cooking basics"",""Host greets you""}";37.0;$0.00;1;39.0;4;1125;17;f;f;moderate;2020;4
788;within an hour;100%;f;6.0;-22.967679999999998;-43.18241;Apartment;Entire home/apt;4;1.0;1.0;2.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Essentials,""Hair dryer"",""Self check-in"",""Building staff"",""Room-darkening shades"",""Hot water"",Microwave,""Dishes and silverware""}";128.0;$102.00;2;18.0;3;60;231;t;f;strict_14_with_grace_period;2020;4
789;within a few hours;100%;t;1.0;-22.91526;-43.18975;Apartment;Entire home/apt;2;1.0;1.0;1.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",""Smoking allowed"",Doorman,""Buzzer/wireless intercom"",""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace"",""Baby bath"",""High chair"",""Room-darkening shades"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Long term stays allowed"",""Cleaning before checkout"",""Trash can""}";372.0;$115.00;2;87.0;5;60;12;f;f;moderate;2020;4
790;within an hour;100%;f;1.0;-22.97322;-43.1885;Apartment;Entire home/apt;5;1.5;3.0;4.0;Real Bed;"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Gym,Elevator,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Single level home"",""Patio or balcony"",""Long term stays allowed"",""Wide hallways"",""No stairs or steps to enter"",""Wide entrance for guests"",""No stairs or steps to enter"",""Host greets you"",""Trash can""}";432.0;$395.00;5;53.0;4;28;39;f;f;moderate;2020;4
791;within an hour;100%;f;8.0;-22.96171;-43.16649;Apartment;Entire home/apt;4;2.0;2.0;3.0;Real Bed;"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Smoking allowed"",Doorman,Elevator,""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",Oven,Stove,""Long term stays allowed"",""Host greets you""}";101.0;$80.00;2;50.0;2;60;96;f;f;strict_14_with_grace_period;2020;4
795;within a few hours;100%;t;7.0;-22.95676;-43.18238;Apartment;Private room;2;1.5;1.0;1.0;Real Bed;"{Internet,Wifi,Kitchen,""Smoking allowed"",""Free street parking"",""Buzzer/wireless intercom"",""Family/kid friendly"",Washer,Dryer,""First aid kit"",""Safety card"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Host greets you"",""Trash can""}";285.0;$115.00;2;0.0;2;30;23;f;f;strict_14_with_grace_period;2020;4
799;within a few hours;100%;f;1.0;-22.9834;-43.21356;Apartment;Entire home/apt;3;1.0;1.0;2.0;Real Bed;"{TV,""Cable TV"",Internet,Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Doorman,Elevator,""Family/kid friendly"",Hangers,""Self check-in"",Keypad,""Hot water"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Long term stays allowed""}";232.0;$90.00;2;60.0;3;30;73;f;f;moderate;2020;4
800;within an hour;100%;f;5.0;-22.93538;-43.199020000000004;House;Private room;6;2.5;1.0;5.0;Real Bed;"{TV,Internet,Wifi,Kitchen,Breakfast,""Family/kid friendly"",Dryer,""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}";229.0;$0.00;1;50.0;1;30;6;t;f;flexible;2020;4
801;within a day;100%;f;2.0;-22.92435;-43.178340000000006;Apartment;Private room;1;2.0;1.0;1.0;Real Bed;"{""Cable TV"",Wifi,""Air conditioning"",Kitchen,Doorman,Elevator,""Buzzer/wireless intercom"",Washer,Hangers,""Hair dryer"",""Laptop friendly workspace""}";148.0;$200.00;1;50.0;2;15;1;f;f;flexible;2020;4
